,Unnamed: 0,Source,Author,Title,URL,date,content
496,496,Fox News,Aaron Kliegman,"Education Department warns against schools encouraging private prayer, other religious activity",https://www.foxnews.com/politics/education-department-warns-against-schools-encouraging-private-prayer-other-religious-activity,2023-05-18T20:55:27Z,"The Biden administration this week updated its guidance on prayer and other religious expression in public schools, warning school employees not to encourage or endorse such activity.
""Teachers, sch… [+6430 chars]"
497,497,Fox News,Rebecca Rosenberg,"Miami police hunt for nightclub vixen they say drugged, stole $600K jewelry from man she met at Dirty Rabbit",https://www.foxnews.com/us/miami-police-hunt-nightclub-vixen-they-say-drugged-stole-600k-jewelry-man-she-met-dirty-rabbit,2023-05-19T16:26:48Z,"Miami police are looking for this woman who they say drugged a man in Miami, then raided his safe of expensive baubles including a Rolex watch worth half a million.
The brunette vixen chatted up the… [+1814 chars]"
498,498,Fox News,"Brooke Singman, David Spunt, Jake Gibson, Bill Mears","FBI improperly used warrantless search powers more than 278,000 times in 2021, FISA court filing reveals",https://www.foxnews.com/politics/fbi-improperly-used-warrantless-search-powers-278000-times-2021-fisa-court-filing-reveals,2023-05-19T21:14:39Z,"The FBI improperly used warrantless search powers against U.S. citizens more than 278,000 times in the year ending November 2021, according to an unsealed Foreign Intelligence Surveillance Court (FIS… [+4736 chars]"
499,499,Fox News,Jason Chaffetz,Durham report revealed corruption that could mean this stunner for Trump in 2024,https://www.foxnews.com/opinion/durham-report-revealed-corruption-could-mean-stunner-trump-2024,2023-05-19T08:00:16Z,"Who is going to trust the Department of Justice now? In the wake of Special Counsel John Durhams long-awaited report, Americans now know there was widespread political collusion and deliberate decept… [+5072 chars]"
500,500,Fox News,Aaron Kliegman,"Obama, Clapper were briefed on reports of Clinton campaign's Russia collusion narrative, Durham report shows",https://www.foxnews.com/politics/obama-clapper-briefed-clinton-campaigns-russia-collusion-narrative-durham-report-shows,2023-05-19T19:01:36Z,"Former President Barack Obama and his director of national intelligence, James Clapper, were both briefed in 2016 on reports that then-presidential candidate Hillary Clinton planned to vilify Donald … [+6984 chars]"
501,501,Fox News,Fox News Staff,LAURA INGRAHAM: The Left wants you to be too scared to stand up for your right to self-defense,https://www.foxnews.com/media/laura-ingraham-left-wants-you-too-scared-stand-up-right-self-defense,2023-05-19T04:01:25Z,"Fox News host Laura Ingraham argues voters need to ""step forward and lead the way"" if they want to see achange in their cities on ""The Ingraham Angle.""
LAURA INGRAHAM:Now, life is getting harder and… [+2070 chars]"
502,502,Fox News,Rebecca Rosenberg,California dermatologist pleads not guilty to poisoning husband with Drano,https://www.foxnews.com/us/california-dermatologist-pleads-not-guilty-poisoning-husband-drano,2023-05-19T20:30:53Z,"California dermatologist Yue Yu pleaded not guilty Thursday to spiking her husband's tea with Drano.
She was arraigned on three felony counts of poisoning and one felony count of domestic battery wi… [+1580 chars]"
503,503,Fox News,Thomas Catenacci,Judge presiding over Big Oil climate change lawsuit reveals connection to plaintiff's eco lawyers,https://www.foxnews.com/politics/judge-presiding-over-big-oil-climate-change-lawsuit-reveals-connection-plaintiffs-eco-lawyers,2023-05-19T13:23:04Z,The Hawaii state judge presiding over a high-stakes climate change case between the City of Honolulu and several multinational oil corporations is facing calls for recusal over his indirect relations… [+8002 chars]
504,504,Fox News,Cortney Moore,Florida wildlife authorities reveal native songbirds are being trapped and stolen: 'Possible jail time',https://www.foxnews.com/lifestyle/florida-wildlife-authorities-reveal-native-songbirds-trapped-stolen-possible-jail-time,2023-05-19T18:50:50Z,"Wildlife authorities in Florida found and confiscated illegal bird traps that were set on an island approximately 150 miles southwest of Miami.
On Thursday, May 4, officers with the Florida Fish and… [+2892 chars]"
505,505,Fox News,Associated Press,Mexico sends marines to seize part of private rail line,https://www.foxnews.com/world/mexico-sends-marines-seize-part-private-rail-line,2023-05-19T23:37:17Z,"The Mexican government sent in marines Friday to take over part of a private railway line in southern Mexico.
It was not clear whether the seizure of the rail line on the Isthmus of Tehuantepec cons… [+2659 chars]"
506,506,Fox News,Charles Creitz,Whistleblower says he's 'willing to be homeless at hands of FBI' to speak out on alleged weaponization,https://www.foxnews.com/media/whistleblower-willing-homeless-hands-fbi-speak-out,2023-05-19T10:00:19Z,"Two of three FBI whistleblowers who testified before Congress joined Rep, Jim Jordan, R-Ohio, to speak out on Fox News following a contentious hearing.
Garret O'Boyle and Steve Friend alleged they w… [+3668 chars]"
507,507,Fox News,Associated Press,Oregon Democratic Party fined after wrongly reporting $500K donation from FTX executive,https://www.foxnews.com/us/oregon-democratic-party-wrongly-reporting-500k-donation-ftx-executive,2023-05-19T11:21:18Z,"Oregon elections officials have fined the Democratic Party of Oregon $15,000 for wrongly reporting the source of a hefty campaign donation last year.
The Secretary of State's Office said it also pla… [+2662 chars]"
508,508,Fox News,Brandon Gillespie,"Lawmaker demands Pulitzer Prize awarded to NYT, WaPo to be rescinded following Durham revelations",https://www.foxnews.com/politics/lawmaker-pulitzer-prize-awarded-new-york-times-washington-post-rescinded-durham-revelations,2023-05-19T20:28:32Z,EXCLUSIVE: One Republican lawmaker is officially calling for the Pulitzer Prize Board to rescind the 2018 award given to The New York Times and Washington Post for their reporting on the now-debunked… [+2296 chars]
509,509,Fox News,Brooke Singman,Key players in origins of Trump-Russia probe,https://www.foxnews.com/politics/key-players-origins-trump-russia-probe,2023-05-19T09:00:17Z,Special Counsel John Durham found that there was never any information to justify opening the FBIs original investigation into whether former President Donald Trump and his campaign colluded with Rus… [+10423 chars]
510,510,Fox News,Joe Schoffstall,Cori Bush's $14 trillion reparations proposal would equal nearly 7 Afghanistan wars in spending,https://www.foxnews.com/politics/cori-bushs-14-trillion-reparations-proposal-equal-nearly-7-afghanistan-wars-spending,2023-05-19T23:13:16Z,"Rep. Cori Bush, D-Mo., said that if the U.S. can finance trillion-dollar wars, it can fund reparations. But Bush's astronomical $14 trillion reparations proposal would cost nearly seven times that of… [+3638 chars]"
511,511,Fox News,Associated Press,Alaska to reconsider 135-year sentence given to 14-year-old girl,https://www.foxnews.com/us/alaska-reconsider-135-year-sentence-given-14-year-old-girl,2023-05-19T11:05:41Z,"A lower court will reconsider the 135-year sentence given to a then-14-year-old girl four decades ago for her role in the shooting deaths of three people in Anchorage.
When Winona Fletcher was sente… [+3579 chars]"
512,512,Fox News,Rebecca Rosenberg,"Colorado doctor accused of drugging, raping women he met on dating apps",https://www.foxnews.com/us/colorado-doctor-accused-drugging-raping-women-met-dating-apps,2023-05-19T11:30:47Z,"A Denver cardiologist has been charged with drugging and sexually assaulting a string of women he met on the dating apps Hinge and Tinder, court papers allege. 
Stephen Matthews, 35, was first arres… [+3272 chars]"
513,513,Fox News,Rebecca Rosenberg,South Carolina husband recalls moment he learned his bride was dead,https://www.foxnews.com/us/south-carolina-husband-recalls-moment-learned-bride-dead,2023-05-19T18:49:43Z,"The South Carolina groom who lost his bride on their wedding night after an alleged drunken driver slammed into their golf cart tearfully recounted the moment he learned his new wife was dead.
""I re… [+3155 chars]"
514,514,Fox News,Associated Press,Slovak court acquits businessman in retrial over 2018 murder of journalist,https://www.foxnews.com/world/slovak-court-acquits-businessman-retrial-2018-murder-journalist,2023-05-19T17:44:31Z,"<ul><li>A Slovakian court acquitted for a second time Marian Kocner who was accused of being behind the 2018 murder of an investigative journalist and his fiancée. </li><li>Kocner's associate, Alena … [+3257 chars]"
515,515,Fox News,Chris Eberhart,'Cold-blooded' Philadelphia hitman sentenced for six murders,https://www.foxnews.com/us/cold-blooded-philadelphia-hitman-sentenced-six-murders,2023-05-19T17:14:26Z,"A ""cold-blooded"" professional hitman, who terrorized Philadelphia for years, will serve five consecutive life sentences in federal prison for six murders between 2016 and 2018. 
Ernest Pressley, 43,… [+2592 chars]"
516,516,Fox News,Associated Press,Woman accused of hiding dead 5-year-old in suitcase seeks change of venue for trial,https://www.foxnews.com/us/woman-accused-hiding-dead-5-year-old-suitcase-seeks-change-venue-trial,2023-05-19T23:06:43Z,"<ul><li>An attorney for Dawn Coleman, a Louisiana woman charged with assisting DeJaune Anderson in disposing of her five-year-old son, Cairo Jordan's body after the latter killed him, has requested a… [+2560 chars]"
517,517,Fox News,Wesley Hunt,China’s threat to our national security that might surprise you,https://www.foxnews.com/opinion/chinas-threat-national-security-might-surprise-you,2023-05-19T14:00:48Z,One of the greatest threats to the United States and our beacon of freedom and democracy is the Chinese Communist Party. We as a country face a severe national security threat in the form of CCP-back… [+4974 chars]
518,518,Fox News,Andrew Miller,"Shanquella Robinson family holds DC rally calling on Biden to intervene, says FBI is withholding records",https://www.foxnews.com/us/shanquella-robinson-family-holds-dc-rally-calling-on-biden-intervene-says-fbi-withholding-records,2023-05-19T13:00:50Z,"The family of Shanquella Robinson is holding a rally Friday morning in Washington, D.C., calling on the Biden administration to intervene and extradite her alleged killer and calling out what they sa… [+6862 chars]"
519,519,Fox News,"Brian Flood, Joseph Wulfsohn",MSNBC’s Rachel Maddow quickly dismissed Durham report after spending years pushing collusion narrative,https://www.foxnews.com/media/msnbc-rachel-maddow-quickly-dismissed-durham-report-after-spending-years-pushing-collusion-narrative,2023-05-19T08:00:33Z,"MSNBCs Rachel Maddow dismissed Special Counsel John Durhams report and mocked Republicans who anticipated it on Monday, but critics are firing back saying she had no intentions of taking the report s… [+9723 chars]"
520,520,Fox News,Associated Press,Nigerian doctors begin 5-day strike demanding better working conditions,https://www.foxnews.com/world/nigerian-doctors-begin-5-day-strike-demanding-better-working-conditions,2023-05-19T22:07:37Z,"Doctors in Nigerian public hospitals on Wednesday kicked off a five-day strike to demand better conditions, leading to health care being shut for many patients.
The strike by the resident doctors be… [+1403 chars]"
521,521,Fox News,Associated Press,New Hampshire House approves making state's expanded Medicaid program permanent,https://www.foxnews.com/politics/new-hampshire-house-states-expanded-medicaid-program-permanent,2023-05-19T14:17:51Z,"The New Hampshire House gave preliminary approval Thursday to making the states expanded Medicaid program permanent, rejecting attempts to set another expiration date or otherwise change it.
The len… [+2139 chars]"
522,522,Fox News,Associated Press,"Zimbabwe releases over 4,000 prisoners under amnesty to reduce overcrowding",https://www.foxnews.com/world/zimbabwe-releases-4000-prisoners-amnesty-reduce-overcrowding,2023-05-19T17:47:30Z,"<ul><li>Zimbabwe began releasing over 4,000 prisoners under a presidential amnesty hoping to ease overcrowding in jails. </li><li>Former prisoners have previously complained about harsh conditions su… [+3122 chars]"
523,523,Fox News,Associated Press,Rhode Island Gov. McKee signs off on bill letting state fund abortions,https://www.foxnews.com/politics/rhode-island-gov-mckee-signs-bill-letting-state-fund-abortions,2023-05-19T01:19:52Z,Rhode Island Gov. Daniel McKee signed a bill into law Thursday that would let state funds be used to pay for health insurance plans that cover state workers and Medicaid recipients seeking abortions.… [+3033 chars]
524,524,Fox News,Associated Press,"Series of suicides among the Navy prompt recommendations to improve amenities, mental health programs",https://www.foxnews.com/us/series-suicides-among-navy-prompt-recommendations-improve-amenities-mental-health-programs,2023-05-19T17:45:53Z,"A Navy investigation prompted by a spate of suicides is recommending widespread improvements in housing, food, parking and internet for sailors as well as changes to mental health and other personnel… [+7414 chars]"
525,525,Fox News,Gabriel Hays,MSNBC slammed as ‘freak show’ after host Chris Hayes melts down defending gender surgery for children,https://www.foxnews.com/media/msnbc-slammed-freak-show-after-host-chris-hayes-melts-down-defending-gender-surgery-children,2023-05-19T20:28:33Z,"Conservatives ripped MSNBC anchor Chris Hayes for going on a rant against Gov. Ron DeSantis, R-Fla., after the Republican signed bills that would ban gender surgeries for minors in his state.
Conser… [+4491 chars]"
526,526,Fox News,Adam Shaw,University of California Board of Regents moves toward allowing hiring of illegal immigrant students,https://www.foxnews.com/politics/university-california-board-regents-moves-towards-allowing-hiring-illegal-immigrant-students,2023-05-19T01:27:41Z,"The University of Californias
 Board of Regents agreed to move forward with a plan Thursday to potentially allow illegal immigrants to be employed across the campus system after activists pushed for… [+3523 chars]"
527,527,Fox News,Peter Aitken,Wuhan University rule-breaking with AI-controlled satellite experiments: experts,https://www.foxnews.com/world/wuhan-university-rule-breaking-with-ai-controlled-satellite-experiments-experts,2023-05-19T06:00:37Z,"Researchers at a Chinese university last month allegedly handed over control of a satellite to an artificial intelligence (AI) program for 24 hours, showing how far the country will go to find ways t… [+5706 chars]"
528,528,Fox News,Shiv Sudhakar,Ringworm resistant to common antifungals for first time in US: What to know about the skin infection,https://www.foxnews.com/health/ringworm-resistant-common-antifungals-time-us-what-know-skin-infection,2023-05-19T20:12:31Z,"Two cases of a common fungal infection known as tinea, or ringworm, failed to respond to standard treatment due to a recently emerged fungus in the United States, according to a recent Centers for Di… [+4828 chars]"
529,529,Fox News,Elizabeth Elkind,Democrats target vulnerable GOP lawmakers for supporting McCarthy’s debt ceiling bill,https://www.foxnews.com/politics/democrats-target-vulnerable-gop-lawmakers-mccarthys-debt-ceiling-bill,2023-05-19T21:37:30Z,"House Democrats campaign arm has launched a new website that targets moderate and vulnerable Republicans for supporting spending cuts outlined in Speaker Kevin McCarthys debt ceiling bill.
The Democ… [+2958 chars]"
530,530,Fox News,Melissa Rudy,"Iowa woman, 27, has 99% chance of developing dementia: ‘I needed to know’",https://www.foxnews.com/health/iowa-woman-27-99-percent-chance-developing-dementia-needed-know,2023-05-19T18:13:42Z,"Alyssa Nash, 27, of Northern Iowa
, is a healthy, energetic young woman with a bright smile and a deep love for her family. She enjoys ceramics, painting and working as a receptionist at a local hos… [+10073 chars]"
531,531,Fox News,Associated Press,Democratic Kentucky Gov. Andy Beshear touts record-low jobless rate as his general election campaign begins,https://www.foxnews.com/politics/democratic-kentucky-gov-andy-beshear-touts-record-low-jobless-rate-as-his-general-election-campaign-begins,2023-05-19T13:48:11Z,"Kentucky's jobless rate sank to its lowest level ever last month, Democratic Gov. Andy Beshear said Thursday in touting a booming economy at the start of his general election campaign for a second te… [+3727 chars]"
532,532,Fox News,Brandon Gillespie,"Longtime Democrat, former presidential candidate makes return to politics to run RFK, Jr. campaign, oust Biden",https://www.foxnews.com/politics/longtime-democrat-former-presidential-candidate-return-politics-rfk-jr-campaign-oust-biden,2023-05-19T00:20:11Z,A longtime Democratic figure and former presidential candidate stepped back onto the public political stage Thursday when it was announced he will be serving as campaign manager for Robert F. Kennedy… [+2299 chars]
533,533,Fox News,Brandon Gillespie,Democrats come out swinging with tough-on-crime stance in deep-red state as Republicans play catch-up,https://www.foxnews.com/politics/democrats-come-swinging-tough-crime-stance-deep-red-state-republicans-play-catch,2023-05-19T10:00:30Z,"EXCLUSIVE: Democrats spared no time going after the Republican nominee in the pivotal race for Kentucky governor following a brutal primary season, this time with a tough-on-crime stance that could w… [+3081 chars]"
534,534,Fox News,"Paul Steinhauser, Thomas Phippen, Greg Norman",Republican Sen. Tim Scott files to run for president in 2024,https://www.foxnews.com/politics/republican-sen-tim-scott-files-run-president-2024,2023-05-19T15:37:33Z,"Sen. Tim Scott of South Carolina, a rising star in the GOP, is jumping into the race for the 2024 Republican presidential nomination.
Scott, the only Black Republican in the Senate, filed paperwork … [+5149 chars]"
535,535,Fox News,Associated Press,Oregon Democratic Party fined after wrongly reporting $500K donation from FTX executive,https://www.foxnews.com/us/oregon-democratic-party-wrongly-reporting-500k-donation-ftx-executive,2023-05-19T11:21:18Z,"Oregon elections officials have fined the Democratic Party of Oregon $15,000 for wrongly reporting the source of a hefty campaign donation last year.
The Secretary of State's Office said it also pla… [+2662 chars]"
536,536,Fox News,Houston Keene,Mayorkas impeachment gains steam among Republicans in purple districts as border chaos continues,https://www.foxnews.com/politics/mayorkas-impeachment-gains-steam-among-republicans-purple-districts-border-chaos-continues,2023-05-19T16:47:56Z,"The idea of impeaching Department of Homeland Security (DHS) Secretary Alejandro Mayorkas
 is gaining more steam among Republicans in purple districts as the chaos at the southern border continues t… [+2874 chars]"
537,537,Fox News,Associated Press,Alabama legislators advance anti-ESG investment bill,https://www.foxnews.com/politics/alabama-legislators-advance-anti-esg-investment-bill,2023-05-19T13:49:40Z,"Alabama legislators on Thursday advanced a bill that would prohibit the state from contracting with companies that refuse to work with fossil fuel businesses and gunmakers.
The measure, which cleare… [+1380 chars]"
538,538,Fox News,Paul Steinhauser,Sununu predicts plenty of donors ‘would get behind us early’ if he launches 2024 GOP presidential run,https://www.foxnews.com/politics/sununu-predicts-plenty-donors-would-get-behind-us-early-he-launches-2024-gop-presidential-run,2023-05-19T10:00:43Z,"CONCORD, N.H. Fundraising has never been Gov. Chris Sununus strongest suit.
While the popular Republican governor whos currently serving his fourth two-year term leading New Hampshire has convincing… [+4759 chars]"
539,539,Fox News,Rebekah Koffler,Will Russian warlord challenge Putin in 2024 presidential election?,https://www.foxnews.com/opinion/will-russian-warlord-challenge-putin-in-2024-presidential-election,2023-05-19T12:00:27Z,"The Russian Warlord who is commanding the Wagner mercenary squad known for its extreme brutality, Yevgeny Prigozhin has been making headlines across Russian and world media. He has criticized the Rus… [+8124 chars]"
540,540,Fox News,Chris Pandolfo,"Rhode Island city councilman busted with crack cocaine pipe in hand, police in video say",https://www.foxnews.com/politics/unconscious-rhode-island-city-councilman-reportedly-busted-crack-cocaine-pipe-hand-video,2023-05-19T17:37:15Z,"Newly released bodycam footage shows the moment Rhode Island police arrested a city councilman who was found sleeping in a car with cocaine and fentanyl, police say.
Cranston City Councilman Matthew… [+3013 chars]"
541,541,Fox News,Associated Press,Serbian leadership holds rally in defiance of mass gun violence protests,https://www.foxnews.com/world/serbian-leadership-holds-rally-defiance-mass-gun-violence-protests,2023-05-19T19:48:09Z,Tens of thousands of people rallied in Serbia's capital on Friday for a third time in a month in protest at the government's handling of a crisis after two mass shootings in the Balkan country earlie… [+4502 chars]
542,542,Fox News,Associated Press,North Carolina Senate approves Republican-led state budget proposal,https://www.foxnews.com/politics/north-carolina-senate-approves-republican-led-state-budget-proposal,2023-05-19T16:27:38Z,"A two-year state government budget proposal cleared the North Carolina Senate on Thursday, setting the stage for negotiations with House counterparts over the coming weeks to fashion a final spending… [+1606 chars]"
543,543,Fox News,Brandon Gillespie,"DeSantis says he is one of only three 'credible' 2024 options, chances for Trump 'not great': report",https://www.foxnews.com/politics/desantis-one-three-credible-2024-options-chances-trump-not-great-report,2023-05-19T03:30:35Z,"Republican Florida Gov. Ron DeSantis said Thursday that he is one of only three ""credible"" options in contention for the White House in 2024, and that former President Trump's chances at winning were… [+2350 chars]"
544,544,Fox News,Brooke Singman,Key players in origins of Trump-Russia probe,https://www.foxnews.com/politics/key-players-origins-trump-russia-probe,2023-05-19T09:00:17Z,Special Counsel John Durham found that there was never any information to justify opening the FBIs original investigation into whether former President Donald Trump and his campaign colluded with Rus… [+10423 chars]
545,545,Fox News,Elizabeth Elkind,Most Democrats support deficit reduction as part of debt ceiling fight: Poll,https://www.foxnews.com/politics/most-democrats-support-deficit-reduction-part-debt-ceiling-fight-poll,2023-05-19T15:51:06Z,A new poll shows that a majority of voting Democrats want an agreement to increase the government's borrowing limit only if it includes provisions to reduce the government's annual budget deficit a p… [+3826 chars]
546,546,Fox News,Lawrence Richard,"Sen. Scott to spend massive $6 million on TV ads in Iowa, New Hampshire during 2024 Republican primary race",https://www.foxnews.com/politics/sen-scott-spend-massive-6-million-tv-ads-iowa-new-hampshire-during-2024-republican-primary-race,2023-05-19T08:18:05Z,"U.S. Sen. Tim Scott, R-S.C., will spend a whopping $6 million on commercial ads in key presidential primary states, despite not yet officially entering the race, a senior official on his team said Fr… [+4316 chars]"
547,547,Fox News,"Joshua Nelson, Alexa Moutevelis","NH lawmaker rips parental involvement in education: 'Let the teachers teach, and shut up'",https://www.foxnews.com/media/nh-lawmaker-rips-parental-involvement-education-teachers-teach-shut,2023-05-19T10:00:57Z,"A New Hampshire Democratic lawmaker is drawing attention for telling a parent Wednesday to ""shut up"" and ""let the teachers teach.""
The parent had emailed New Hampshire state Representative Tommy Hoy… [+5355 chars]"
548,548,Fox News,Associated Press,New Hampshire House approves making state's expanded Medicaid program permanent,https://www.foxnews.com/politics/new-hampshire-house-states-expanded-medicaid-program-permanent,2023-05-19T14:17:51Z,"The New Hampshire House gave preliminary approval Thursday to making the states expanded Medicaid program permanent, rejecting attempts to set another expiration date or otherwise change it.
The len… [+2139 chars]"
549,549,Fox News,Elizabeth Elkind,Democrats target vulnerable GOP lawmakers for supporting McCarthy’s debt ceiling bill,https://www.foxnews.com/politics/democrats-target-vulnerable-gop-lawmakers-mccarthys-debt-ceiling-bill,2023-05-19T21:37:30Z,"House Democrats campaign arm has launched a new website that targets moderate and vulnerable Republicans for supporting spending cuts outlined in Speaker Kevin McCarthys debt ceiling bill.
The Democ… [+2958 chars]"
550,550,Fox News,Associated Press,Minnesota DFL committee approves laws to permanently ban anyone who engages in violence,https://www.foxnews.com/us/minnesota-dfl-committee-approves-laws-permanently-ban-anyone-engages-violence,2023-05-19T14:17:05Z,The executive committee of Minnesotas Democratic Farmer Labor Party gave initial approval on Thursday to bylaws that would permanently ban anyone who engages in or incites acts of violence from parti… [+4823 chars]
551,551,Fox News,Brianna Herlihy,Red states rush to defend gun manufacturers from Mexican lawsuit seeking damages for gun violence,https://www.foxnews.com/politics/red-states-rush-defend-gun-manufacturers-mexican-lawsuit-seeking-damages-gun-violence,2023-05-19T15:47:30Z,FIRST ON FOX More than a dozen Republican attorneys general are defending American gun manufacturers against a lawsuit from Mexico that says the companies should be liable for gun violence south of t… [+4454 chars]
552,552,Fox News,Aubrie Spady,"Boebert slams Fetterman for wearing hoodie, shorts to Senate news conference: 'No excuse'",https://www.foxnews.com/politics/boebert-fetterman-hoodie-shorts-senate-news-conference-no-excuse,2023-05-19T20:44:55Z,"Rep. Lauren Boebert, R-Colo., blasted Democratic Senator John Fetterman's ""unbecoming"" decision to attend a Senate press conference while wearing a hoodie and shorts.
""John Fetterman redefined Casua… [+1847 chars]"
553,553,Fox News,Danielle Wallace,House Republican introduces 'pro-Israel' legislative package amid tensions with Palestinian militants in Gaza,https://www.foxnews.com/politics/house-republican-introduces-pro-israel-legislative-package-amid-tensions-palestinian-militants-gaza,2023-05-19T13:00:53Z,"EXCLUSIVE Rep. Carlos Gimenez, R-Fla., on Friday introduced two pieces of ""pro-Israel"" legislation condemning attacks by Iranian military proxies and bolstering law enforcement training between the U… [+4583 chars]"
554,554,Fox News,Kyle Morris,Newsom invokes death of Emmett Till after Marjorie Taylor Greene said she felt threatened by 'Squad' Democrat,https://www.foxnews.com/politics/newsom-invokes-death-emmett-till-marjorie-taylor-greene-said-felt-threatened-squad-democrat,2023-05-19T15:25:09Z,"California Democrat Gov. Gavin Newsom used the 1955 death of Black teenager Emmett Till to cast aspersions on Rep. Marjorie Taylor Greene, R-Ga., after she said she felt ""threatened"" by the behavior … [+3224 chars]"
555,555,Fox News,Elizabeth Elkind,57 House Republicans demand debt limit talks include crackdown on illegal immigrants,https://www.foxnews.com/politics/house-republicans-debt-limit-illegal-immigrants,2023-05-19T18:29:01Z,"Nearly five dozen conservative Republican lawmakers are demanding that border security be part of any deal struck to raise the debt ceiling, calling the House GOPs recently-passed bill on the issue a… [+3656 chars]"
556,556,Fox News,Jason Chaffetz,Durham report revealed corruption that could mean this stunner for Trump in 2024,https://www.foxnews.com/opinion/durham-report-revealed-corruption-could-mean-stunner-trump-2024,2023-05-19T08:00:16Z,"Who is going to trust the Department of Justice now? In the wake of Special Counsel John Durhams long-awaited report, Americans now know there was widespread political collusion and deliberate decept… [+5072 chars]"
557,557,Fox News,Fox News Staff,Mainstream media called out for dismissing FBI whistleblowers: 'In lockstep' with government power,https://www.foxnews.com/media/mainstream-media-called-dismissing-fbi-whistleblowers-lockstep-government-power,2023-05-19T20:00:13Z,"The Wall Street Editorial Board's Kim Strassel joined ""America's Newsroom"" Friday to react to how the media has handled whistleblower claims about the FBI and said the media is in ""lockstep defending… [+2062 chars]"
558,558,Fox News,Julia Musto,Haley welcomes DeSantis to 2024 presidential race: ‘We’ve been waiting’,https://www.foxnews.com/politics/haley-welcomes-desantis-2024-presidential-race-waiting,2023-05-19T13:05:00Z,"GOP presidential contender Nikki Haley welcomed Florida Gov. Ron DeSantis to the 2024 presidential race on Thursday. 
""Welcome to the race. Weve been waiting,"" she said in an interview with The Hill… [+2552 chars]"
559,559,Fox News,Gabriel Hays,‘The View’ co-hosts urge Sen. Feinstein to leave office: 'Time for her to put country before herself',https://www.foxnews.com/media/the-view-co-hosts-insist-urge-sen-feinstein-leave-office-time-her-put-country-before-herself,2023-05-19T19:30:04Z,"The co-hosts of ABCs ""The View"" all agreed that 89-year-old Sen. Dianne Feinstein, D-Calif., needs to step down from office because of her ailing health.
Co-host Sunny Hostin declared that its time … [+3359 chars]"
560,560,Fox News,Lawrence Richard,"Albany, Oregon multi-vehicle crash on Interstate 5 leaves 7 dead, police say",https://www.foxnews.com/us/albany-oregon-multi-vehicle-crash-interstate-5-leaves-7-dead-police-say,2023-05-19T04:34:32Z,"A car crash involving multiple vehicles in western Oregon left seven people dead and several other victims injured, police said.
Oregon State Police said officers and fire officials responded to the… [+1700 chars]"
561,561,Fox News,Associated Press,Minnesota Democrats call emergency meeting after convention melee,https://www.foxnews.com/politics/minnesota-democrats-call-emergency-meeting-convention-melee,2023-05-19T01:21:59Z,Minnesota Democratic Party leaders met in a closed executive session over Zoom on Thursday evening to discuss a rule change that would permanently ban people involved in violence from party activitie… [+4138 chars]
562,562,Fox News,Lindsay Kornick,Nicolle Wallace whines how FBI whistleblowers who testified at House committee are 'guilty of insubordination',https://www.foxnews.com/media/nicolle-wallace-whines-fbi-whistleblowers-testified-house-committee-guilty-insubordination,2023-05-19T00:30:28Z,"The FBI whistleblowers who spoke at the House Judiciary Committee and Subcommittee on the Weaponization of the Federal Government on Thursday were ""guilty of insubordination"" according to MSNBC host … [+3555 chars]"
563,563,Fox News,Louis Casiano,New York state Christian university fires 2 employees over pronouns in work emails,https://www.foxnews.com/us/new-york-state-christian-university-fires-two-employees-pronouns-work-emails,2023-05-19T23:51:48Z,"Two employees at a small Christian university in western New York have been fired over using their pronouns in work emails, according to reports.
Raegan Zelaya and Shua Wilmot, both residence hall d… [+2920 chars]"
564,564,Fox News,Associated Press,Rhode Island Gov. McKee signs off on bill letting state fund abortions,https://www.foxnews.com/politics/rhode-island-gov-mckee-signs-bill-letting-state-fund-abortions,2023-05-19T01:19:52Z,Rhode Island Gov. Daniel McKee signed a bill into law Thursday that would let state funds be used to pay for health insurance plans that cover state workers and Medicaid recipients seeking abortions.… [+3033 chars]
565,565,Fox News,Fox News,"Dems garner 210 debt-limit bypass votes, DeSantis names ‘credible’ 2024 candidates and more top headlines",https://www.foxnews.com/us/dems-garner-210-of-213-debt-limit-bypass-votes-desantis-credible-2024-candidates,2023-05-19T10:58:26Z,"Good morning and welcome to Fox News morning newsletter, Fox News First. Subscribe now to get Fox News First in your email. And here's what you need to know to start your day ...
END RUN - 210 Democ… [+3835 chars]"
566,566,Fox News,Aaron Kliegman,"Obama, Clapper were briefed on reports of Clinton campaign's Russia collusion narrative, Durham report shows",https://www.foxnews.com/politics/obama-clapper-briefed-clinton-campaigns-russia-collusion-narrative-durham-report-shows,2023-05-19T19:01:36Z,"Former President Barack Obama and his director of national intelligence, James Clapper, were both briefed in 2016 on reports that then-presidential candidate Hillary Clinton planned to vilify Donald … [+6984 chars]"
567,567,Fox News,Associated Press,Fired New Mexico archaeological director sues state officials for wrongful termination,https://www.foxnews.com/us/fired-new-mexico-archaeological-director-sues-state-officials-wrongful-termination,2023-05-19T19:51:27Z,"The former director of the New Mexico Office of Archaeological Studies is suing state officials, saying his race and gender played a role in his firing.
Eric Blinman filed a lawsuit in federal court… [+1109 chars]"
